date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:34:59	4344/4344	---M--	200	added ('OK')	application/javascript	date:Fri,%2010%20May%202024%2013:35:00%20GMT	https://facket-openting.com/d/25716fe2-53ca-4405-a7f4-5df80ba4d925.js?noscript=true&lpurl=	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/facket-openting.com/d/25716fe2-53ca-4405-a7f4-5df80ba4d925d349.js	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:34:59	586303/586303	---M--	200	added ('OK')	image/png	etag:%22bfcf89ad76d802b9f8034fc298dd1747%22	https://earthystorm.com/06888-laughing-benefits/images/background.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/background.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:00	21066/21066	---M--	200	added ('OK')	image/png	etag:%22817cea080df56c988148238b9ee491fa%22	https://earthystorm.com/06888-laughing-benefits/images/mb8-logo.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/mb8-logo.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:00	30313/30313	---M--	200	added ('OK')	image/png	etag:%2284158079937a4db2223a1f49b08dea2a%22	https://earthystorm.com/06888-laughing-benefits/images/top-text.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/top-text.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:00	20982/20982	---M--	200	added ('OK')	image/png	etag:%22cf5edac5a5c3ede611aa1f80e5ca09c2%22	https://earthystorm.com/06888-laughing-benefits/images/spin-the-wheel-cta.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/spin-the-wheel-cta.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:00	25199/25199	---M--	200	added ('OK')	image/png	etag:%22816820980491ce0fe61885c3d60ad5bb%22	https://earthystorm.com/06888-laughing-benefits/images/claim-now-cta.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/claim-now-cta.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:01	649290/649290	---M--	200	added ('OK')	image/png	etag:%222452989bda908ed5fe01e713029c4811%22	https://earthystorm.com/06888-laughing-benefits/images/spin-border.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/spin-border.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:01	163468/163468	---M--	200	added ('OK')	image/png	etag:%2256e6976ca60f182d326423fadca70cc7%22	https://earthystorm.com/06888-laughing-benefits/images/spin-wheel.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/spin-wheel.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:01	137438/137438	---M--	200	added ('OK')	image/png	etag:%22f309046d8c1c613e270055568962f14c%22	https://earthystorm.com/06888-laughing-benefits/images/sexy-girl.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/sexy-girl.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:01	411765/411765	---M--	200	added ('OK')	image/png	etag:%220f7909a06f6d660a6b7390074001b192%22	https://earthystorm.com/06888-laughing-benefits/images/spin-border-light.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/spin-border-light.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:01	167778/167778	---M--	200	added ('OK')	image/png	etag:%229c153177202a68a47e0055a50fed478d%22	https://earthystorm.com/06888-laughing-benefits/images/orange.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/orange.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:02	3086/3086	---M--	200	added ('OK')	image/png	etag:%22f7975f69675bc8441fdc574898180645%22	https://earthystorm.com/06888-laughing-benefits/images/records-title.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/records-title.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:02	29774/29774	---M--	200	added ('OK')	image/png	etag:%22175c8668585a92fdcefb3e566b9b96c6%22	https://earthystorm.com/06888-laughing-benefits/images/record-1.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-1.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:02	32522/32522	---M--	200	added ('OK')	image/png	etag:%22388565de4d88c697cf9aa605175bda33%22	https://earthystorm.com/06888-laughing-benefits/images/record-2.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-2.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:02	64248/64248	---M--	200	added ('OK')	image/png	etag:%22c03e28f4232f3859b559d42a639670a7%22	https://earthystorm.com/06888-laughing-benefits/images/record-3.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-3.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:02	59290/59290	---M--	200	added ('OK')	image/png	etag:%22040d612cd50ba05a43b3b44b9649a366%22	https://earthystorm.com/06888-laughing-benefits/images/record-4.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-4.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:03	56654/56654	---M--	200	added ('OK')	image/png	etag:%22e2f341d2aa31b4d507b679c71f194caa%22	https://earthystorm.com/06888-laughing-benefits/images/record-5.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-5.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:03	28806/28806	---M--	200	added ('OK')	image/png	etag:%226e8cebcedae142f8921cec17802d4cb8%22	https://earthystorm.com/06888-laughing-benefits/images/record-6.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-6.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:03	29614/29614	---M--	200	added ('OK')	image/png	etag:%2299c4e9adde6a7f12cb7552ebacf9ee44%22	https://earthystorm.com/06888-laughing-benefits/images/record-7.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/record-7.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:03	102422/102422	---M--	200	added ('OK')	image/png	etag:%224010eb3b6272c4204999030b50fbeaa1%22	https://earthystorm.com/06888-laughing-benefits/images/footer.png	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/earthystorm.com/06888-laughing-benefits/images/footer.png	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:04	96381/96381	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1787d%22	https://code.jquery.com/jquery-1.11.0.min.js	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/code.jquery.com/jquery-1.11.0.min.js	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
21:35:04	7199/7199	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1c1f%22	https://code.jquery.com/jquery-migrate-1.2.1.min.js	C:/Users/User/OneDrive/Pictures/JKC88/JKC88WINNER/SPINWHEEL/code.jquery.com/jquery-migrate-1.2.1.min.js	(from https://earthystorm.com/06888-laughing-benefits/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=325868703936043&cpid=25716fe2-53ca-4405-a7f4-5df80ba4d925&lpid=3ba29d0e-1c3c-4061-b1ad-a9981b44d45d)
